Accel Ped. Pos. (%),RPM (rpm),Boost deviation (PSI),Rail pressure dev. (MPa),Total Negative Timing Correction,IAT (*C),Health Score
100,2307,6.7,-0.05,0,43,94
100,2342,6.1,-0.06,0,43,94
100,2382,5.4,0.02,0,43,94
100,2471,4.1,-0.28,0,43,94
100,2597,1.1,-0.21,0,42,94
100,2712,0.1,-0.13,0,42,94
100,2796,-0.1,-0.05,0,42,94
100,2883,-0.2,0.25,0,42,94
100,2920,-0.6,0.41,0,42,94
100,3096,-0.6,0.6,0,41,94
100,3202,-0.4,0.46,0,41,94
100,3174,-0.4,0.14,0,41,94
100,3238,-0.3,0.04,0,41,94
100,3284,-0.1,-0.14,0,41,94
100,3461,0.7,0.13,0,41,94
100,3542,0.9,0.18,0,41,94
100,3574,0.6,0.27,0,40,94
100,3640,0.4,0.08,0,40,94
100,3706,0.1,0.54,0,40,94
100,3740,-0.4,0.45,0,40,94
100,3909,-1,0.83,0,40,94
100,3946,-1.3,0.72,0,40,94
100,4004,-1.3,0.65,0,40,94
100,4044,-1,0.64,0,40,94
100,4126,-0.7,0.06,0,40,94
100,4232,-0.4,-0.14,0,40,94
100,4362,-0.1,-0.5,0,40,94
100,4388,0.2,-0.52,0,40,94
100,4506,0.1,-0.47,0,40,94
100,4670,-0.2,-0.52,0,40,94
100,4634,-0.2,-0.43,0,40,94
100,4674,-0.3,-0.33,0,40,94
100,4810,-0.5,-0.03,0,40,94
100,4867,-0.5,-0.56,0,40,94
100,4884,-0.3,-0.16,0,40,94
100,5000,-0.2,-0.04,0,40,94
100,5021,0,-0.23,0,40,94
100,5077,0.1,-0.12,0,40,94
100,5161,0.2,-0.22,0,41,94
100,5231,0.2,0.13,0,41,94
100,5984,0.5,-0.01,0,43,94
100,6049,0.5,0.11,0,44,94
100,6150,0.5,-0.04,0,44,94
100,6125,0.6,-0.21,0,44,94
100,6161,0.5,0.06,0,44,94
100,6190,0.5,-0.01,0,44,94
100,6258,0.5,-0.02,0,44,94
100,6288,0.5,-0.05,0,44,94
100,6328,0.5,0.03,0,44,94
100,6383,0.5,0.32,0,44,94
100,6379,0.6,0.2,0,44,94
100,6438,0.6,0.12,0,44,94
100,6451,0.6,0.18,0,45,94
100,6480,0.6,-0.05,0,45,94
100,6548,0.6,-0.03,0,45,94
100,6546,0.6,0.07,0,45,94
100,6589,0.6,0.02,0,45,94
100,6606,0.6,0.01,0,45,94
100,6633,0.6,0.1,0,46,94
100,6686,0.5,0.06,0,46,94
100,6690,0.7,0.01,0,46,94
100,6766,0.6,0.04,0,46,94
100,6772,0.4,-0.07,0,46,94
