Accel Ped. Pos. (%),RPM (rpm),Boost deviation (PSI),Rail pressure dev. (MPa),Total Negative Timing Correction,IAT (*C),Health Score
100.0,2331,5.9,-0.22,0.3,68,45
100.0,2340,5.5,-0.06,0.3,68,45
100.0,2382,4.5,-0.1,0.3,68,45
100.0,2429,3.6,-0.04,0.3,67,45
100.0,2500,2.3,-0.17,0.3,67,45
100.0,2578,0.9,-0.14,0.3,67,45
100.0,2687,0.2,-0.36,0.3,67,45
100.0,2894,-0.4,-0.08,0.3,67,45
100.0,3014,-0.5,0.5,0.3,67,45
100.0,3180,-0.5,0.53,0.3,67,45
100.0,3271,-0.7,0.25,0.3,67,45
100.0,3310,-1.5,0.61,0.3,66,45
100.0,3334,-1.1,0.4,0.3,66,45
100.0,3400,-0.6,0.13,0.3,66,45
100.0,3485,-0.2,-0.07,0.3,66,45
100.0,3419,0.0,0.3,0.3,66,45
100.0,3384,0.1,0.33,0.3,66,45
100.0,3495,0.1,0.09,0.3,66,45
100.0,3611,-0.1,-0.28,0.3,66,45
100.0,3592,0.3,-0.03,0.3,66,45
100.0,3604,0.2,0.25,0.3,66,45
100.0,3638,-0.0,-0.18,0.3,66,45
100.0,3713,-0.0,0.04,0.3,66,45
100.0,3764,-0.2,0.33,0.3,66,45
100.0,3902,-0.3,0.24,0.3,66,45
100.0,3948,-0.8,0.32,0.3,66,45
100.0,4021,-1.3,0.2,0.3,66,45
100.0,4073,-1.4,0.29,0.3,66,45
100.0,4188,-0.8,-0.02,0.3,66,45
100.0,4207,-0.5,0.1,0.3,66,45
100.0,4238,-0.4,0.29,0.3,66,45
100.0,4412,-0.4,0.15,0.3,66,45
100.0,4465,-0.4,-0.05,0.3,66,45
100.0,4518,0.1,-0.34,0.3,66,45
100.0,4596,0.9,-0.39,0.3,66,45
100.0,4595,0.6,0.03,0.3,66,45
100.0,4663,-0.4,0.03,0.3,66,45
100.0,4820,-1.2,0.11,0.3,67,45
100.0,4895,-1.5,-0.19,0.3,67,45
100.0,4850,-1.3,-0.05,0.3,67,45
100.0,4842,-0.8,-0.05,0.3,67,45
100.0,4952,-0.5,-0.2,0.3,67,45
100.0,5018,-0.6,-0.12,0.3,67,45
100.0,5034,-0.6,-0.35,0.3,67,45
100.0,5056,-0.4,-0.35,0.3,68,45
100.0,5143,-0.4,-0.17,0.3,68,45
100.0,5204,-0.0,0.02,0.3,68,45
100.0,5259,-0.2,0.14,0.3,68,45
100.0,5307,0.0,-0.17,0.3,68,45
100.0,5376,0.1,-0.16,0.3,69,45
100.0,5463,0.1,-0.33,0.3,69,45
100.0,5495,0.3,0.04,0.3,69,45
100.0,5524,0.4,0.07,0.3,69,45
100.0,5550,0.3,-0.18,0.3,69,45
100.0,5583,0.4,0.04,0.3,69,45
100.0,5637,0.1,-0.0,0.3,69,45
100.0,5710,0.1,0.07,0.3,69,45
100.0,5743,0.5,0.14,0.3,69,45
100.0,5725,0.5,-0.2,0.3,69,45
100.0,5845,0.8,-0.31,0.3,70,45
100.0,5884,0.5,-0.21,0.3,70,45
100.0,5862,0.6,0.07,0.3,70,45
100.0,5923,0.6,0.07,0.3,71,45
100.0,5998,0.7,0.18,0.3,71,45
100.0,6056,0.7,0.05,0.3,71,45
100.0,6052,0.8,0.04,0.3,71,45
100.0,6099,0.7,-0.16,0.3,71,45
100.0,6110,0.9,0.02,0.3,71,45
100.0,6169,0.5,-0.14,0.3,71,45
100.0,6187,0.6,0.03,0.3,71,45
100.0,6226,0.9,-0.15,0.3,71,45
100.0,6313,0.5,-0.32,0.3,72,45
100.0,6331,0.7,-0.13,0.3,72,45
100.0,6393,0.6,0.37,0.3,72,45
100.0,6397,0.6,-0.01,0.3,72,45
100.0,6465,0.9,0.07,0.3,73,45
100.0,6464,0.8,0.09,0.3,73,45
100.0,6511,0.9,-0.09,0.3,73,45
100.0,6532,1.0,0.02,0.3,73,45
100.0,6593,0.8,-0.16,0.3,73,45
100.0,6603,1.0,0.23,0.3,74,45
100.0,6635,0.8,0.07,0.3,74,45
100.0,6660,0.8,0.3,0.3,74,45
100.0,6771,0.9,0.02,0.3,75,45
100.0,6780,0.7,-0.19,0.3,75,45
100.0,6786,0.7,-0.3,0.3,75,45
