Accel Ped. Pos. (%),RPM (rpm),Boost deviation (PSI),Rail pressure dev. (MPa),Total Negative Timing Correction,IAT (*C),Health Score
100.0,2304,4.7,-0.02,-3.0,31,73
100.0,2344,4.1,-0.3,-3.0,31,73
100.0,2431,2.5,-0.09,-3.0,31,73
100.0,2498,1.5,-0.09,-3.0,30,73
100.0,2642,0.5,-0.03,-2.7,30,73
100.0,2801,0.3,-0.21,-2.7,30,73
100.0,2990,0.3,0.29,-2.7,30,73
100.0,3176,0.0,0.49,-2.7,30,73
100.0,3355,-0.8,0.47,-2.7,30,73
100.0,3551,-1.3,0.91,-2.7,30,73
100.0,3540,-1.5,0.65,-2.7,30,73
100.0,3714,-1.4,0.74,-2.7,30,73
100.0,3596,-0.9,0.58,-2.3,30,73
100.0,3460,-1.3,0.76,-2.3,29,73
100.0,3436,-1.9,0.99,-2.3,29,73
100.0,3361,-1.3,0.75,-2.3,29,73
100.0,3312,-0.5,0.05,-2.3,29,73
100.0,3438,0.3,-0.5,-1.9,29,73
100.0,3470,0.7,-0.65,-1.9,29,73
100.0,3526,0.8,-0.38,-1.9,29,73
100.0,3612,0.6,-0.31,-1.9,29,73
100.0,3636,0.4,-0.45,-1.9,29,73
100.0,3694,0.1,-0.02,-1.5,29,73
100.0,3822,-0.8,0.32,-1.5,29,73
100.0,3886,-1.1,0.41,-1.5,29,73
100.0,3946,-1.9,0.34,-1.2,29,73
100.0,3972,-2.2,-0.06,-1.2,29,73
100.0,4042,-1.7,0.11,-1.2,29,73
100.0,4094,-1.3,-0.07,-0.8,29,73
100.0,4275,-0.7,0.12,-0.4,29,73
100.0,4306,-0.7,0.06,-0.4,29,73
100.0,4396,-0.7,-0.01,-0.4,29,73
100.0,4382,-0.5,-0.15,-0.4,29,73
100.0,4448,-0.4,0.04,0.0,29,73
100.0,4573,0.0,-0.15,0.0,30,73
100.0,4582,0.3,-0.45,0.0,30,73
100.0,4678,0.2,-0.19,0.0,30,73
100.0,4759,-0.3,-0.22,0.0,30,73
100.0,4834,-0.7,-0.17,0.0,30,73
100.0,4827,-0.6,-0.1,0.0,30,73
100.0,4998,-0.5,-0.38,0.0,31,73
100.0,5028,-0.4,-0.11,0.0,31,73
100.0,5017,-0.2,-0.35,0.0,31,73
100.0,5114,-0.1,-0.15,0.0,31,73
100.0,5152,0.0,-0.05,0.0,31,73
100.0,5226,0.2,0.13,0.0,32,73
100.0,5272,0.2,0.1,0.0,32,73
100.0,5306,0.2,0.04,0.0,32,73
100.0,5362,0.3,0.13,0.0,32,73
100.0,5408,0.3,0.01,0.0,32,73
100.0,5426,0.4,0.03,0.0,32,73
100.0,5472,0.3,0.07,0.0,32,73
100.0,5516,0.3,0.13,0.0,32,73
100.0,5605,0.4,-0.08,0.0,32,73
100.0,5606,0.4,-0.06,0.0,33,73
100.0,5659,0.4,0.1,0.0,33,73
100.0,5710,0.6,0.02,0.0,33,73
100.0,5798,0.6,0.0,0.0,33,73
100.0,5827,0.6,-0.22,0.0,34,73
100.0,5873,0.6,0.06,0.0,34,73
100.0,5887,0.6,-0.06,0.0,34,73
100.0,5938,0.7,-0.12,0.0,34,73
100.0,5962,0.6,-0.07,0.0,34,73
100.0,6024,0.6,-0.02,0.0,34,73
100.0,6090,0.7,-0.12,0.0,34,73
100.0,6068,0.7,-0.01,0.0,34,73
100.0,6078,0.7,0.07,0.0,34,73
100.0,6146,0.7,0.06,0.0,34,73
100.0,6194,0.7,0.13,0.0,35,73
100.0,6222,0.7,0.18,0.0,35,73
100.0,6306,0.8,-0.14,0.0,35,73
100.0,6308,0.8,-0.12,0.0,36,73
100.0,6332,0.8,0.02,0.0,36,73
100.0,6360,0.8,0.16,0.0,36,73
100.0,6438,0.9,-0.06,0.0,36,73
100.0,6464,0.9,-0.01,0.0,37,73
100.0,6455,0.9,-0.14,0.0,37,73
100.0,6512,0.8,0.18,0.0,37,73
100.0,6529,0.9,0.0,0.0,37,73
100.0,6589,0.9,0.29,0.0,37,73
100.0,6622,0.9,-0.07,0.0,38,73
100.0,6628,0.9,-0.23,0.0,38,73
100.0,6672,0.8,0.13,0.0,38,73
100.0,6726,0.9,-0.15,0.0,38,73
100.0,6742,0.8,0.01,0.0,38,73
100.0,6763,0.8,0.36,0.0,38,73
100.0,6798,0.8,-0.03,0.0,38,73
