Accel Ped. Pos. (%),RPM (rpm),Boost deviation (PSI),Rail pressure dev. (MPa),Total Negative Timing Correction,IAT (*C),Health Score
100.0,2328,11.1,-0.23,0.0,34,65
100.0,2326,13.1,-0.16,0.0,34,65
100.0,2357,12.8,-0.15,0.0,34,65
100.0,2400,12.4,-0.01,0.0,34,65
100.0,2434,11.8,0.01,0.0,34,65
100.0,2462,11.2,-0.11,-3.0,34,65
100.0,2504,10.4,-0.56,-3.0,34,65
100.0,2561,9.0,-0.12,-3.0,34,65
100.0,2608,7.8,-0.17,-3.0,34,65
100.0,2669,6.6,-0.07,-3.0,34,65
100.0,2721,4.9,-0.07,-6.0,34,65
100.0,2751,3.2,-0.21,-5.7,34,65
100.0,2876,1.0,0.3,-5.7,34,65
100.0,2988,-0.5,0.34,-5.7,34,65
100.0,3069,-0.8,0.64,-5.7,34,65
100.0,3114,-1.1,0.88,-5.7,34,65
100.0,3154,-1.2,0.51,-5.7,34,65
100.0,3266,-1.0,0.41,-5.7,34,65
100.0,3274,-0.7,0.67,-5.7,34,65
100.0,3354,-0.5,0.43,-5.7,34,65
100.0,3426,-0.2,0.54,-5.0,34,65
100.0,3366,-0.2,0.54,-5.0,34,65
100.0,3397,-0.5,0.52,-5.0,34,65
100.0,3450,-0.3,0.35,-5.0,34,65
100.0,3526,0.0,0.18,-5.0,34,65
100.0,3587,0.2,0.21,-4.6,34,65
100.0,3630,0.4,-0.16,-4.199999999999999,34,65
100.0,3693,0.3,-0.67,-4.199999999999999,34,65
100.0,3820,0.2,-0.24,-4.199999999999999,34,65
100.0,3839,-0.1,-0.11,-4.199999999999999,34,65
100.0,3849,-0.7,-0.16,-4.199999999999999,34,65
100.0,3903,-1.1,0.0,-3.4,34,65
100.0,3984,-1.4,-0.15,-3.4,34,65
100.0,4049,-1.2,-0.24,-3.4,34,65
100.0,4078,-0.8,-0.26,-3.4,34,65
100.0,4134,-0.7,0.15,-3.4,34,65
100.0,4188,-0.4,-0.12,-2.7,34,65
100.0,4234,-0.3,0.02,-2.7,34,65
100.0,4312,-0.2,-0.35,-2.7,34,65
100.0,4337,-0.1,-0.05,-2.7,34,65
100.0,4401,0.0,-0.3,-2.7,34,65
100.0,4487,0.2,-0.39,-2.0,34,65
100.0,4505,0.3,-0.5,-2.0,34,65
100.0,4562,0.2,-0.11,-2.0,34,65
100.0,4608,0.0,-0.19,-2.0,34,65
100.0,4681,-0.2,-0.11,-1.2000000000000002,34,65
100.0,4721,-0.6,-0.21,-1.2000000000000002,34,65
100.0,4780,-0.8,0.03,-1.2000000000000002,34,65
100.0,4808,-0.7,-0.14,-1.2000000000000002,34,65
100.0,4846,-0.6,-0.15,-0.4,34,65
100.0,4886,-0.5,-0.11,-0.4,34,65
100.0,4958,-0.4,-0.33,-0.4,34,65
100.0,5042,-0.3,-0.36,-0.4,35,65
100.0,5038,-0.2,-0.23,0.0,35,65
100.0,5100,-0.1,-0.2,0.0,35,65
100.0,5122,0.0,-0.11,0.0,35,65
100.0,5169,0.1,0.17,0.0,35,65
100.0,5244,0.1,-0.28,0.0,35,65
100.0,5294,0.1,-0.07,0.0,35,65
100.0,5294,0.2,0.18,0.0,35,65
100.0,5357,0.2,0.02,0.0,36,65
100.0,5416,0.2,-0.15,0.0,36,65
100.0,5444,0.2,0.33,0.0,36,65
100.0,5485,0.2,0.02,0.0,36,65
100.0,5524,0.3,-0.1,0.0,36,65
100.0,5578,0.3,-0.09,0.0,37,65
100.0,5600,0.4,-0.02,0.0,37,65
100.0,5659,0.4,0.19,0.0,37,65
100.0,5696,0.4,0.1,0.0,37,65
100.0,5736,0.4,0.1,0.0,37,65
100.0,5788,0.5,0.01,0.0,38,65
100.0,5827,0.6,0.08,0.0,38,65
100.0,5864,0.6,-0.33,0.0,38,65
100.0,5864,0.5,0.0,0.0,38,65
100.0,5901,0.5,-0.08,0.0,38,65
100.0,5945,0.5,-0.21,0.0,38,65
100.0,6034,0.5,-0.13,0.0,38,65
100.0,6044,0.6,0.07,0.0,38,65
100.0,6073,0.6,-0.11,0.0,38,65
100.0,6174,0.7,-0.17,0.0,38,65
100.0,6159,0.6,0.1,0.0,39,65
100.0,6232,0.6,0.15,0.0,39,65
100.0,6287,0.6,-0.04,0.0,39,65
100.0,6320,0.6,-0.06,0.0,39,65
100.0,6338,0.6,0.05,0.0,39,65
100.0,6354,0.6,0.14,0.0,40,65
100.0,6412,0.7,-0.07,0.0,40,65
100.0,6449,0.7,0.03,0.0,40,65
100.0,6478,0.7,0.18,0.0,40,65
100.0,6484,0.7,0.19,0.0,40,65
100.0,6554,0.7,0.02,0.0,40,65
100.0,6598,0.6,-0.07,0.0,40,65
100.0,6620,0.6,0.05,0.0,40,65
100.0,6666,0.7,0.17,0.0,41,65
100.0,6666,0.7,0.09,0.0,41,65
100.0,6724,0.6,-0.23,0.0,41,65
100.0,6744,0.5,0.25,0.0,41,65
100.0,6784,0.5,0.08,0.0,42,65
100.0,6795,0.5,-0.06,0.0,42,65
