Accel Ped. Pos. (%),RPM (rpm),Boost deviation (PSI),Rail pressure dev. (MPa),Total Negative Timing Correction,IAT (*C),Health Score
100.0,2325,5.9,-0.28,0.0,56,83
100.0,2348,5.4,-0.02,0.0,56,83
100.0,2377,4.7,-0.06,0.0,56,83
100.0,2437,3.6,-0.08,0.0,55,83
100.0,2506,2.2,-0.14,0.0,55,83
100.0,2584,0.9,-0.21,0.0,55,83
100.0,2695,0.0,-0.32,0.0,55,83
100.0,2904,-0.3,0.02,0.0,55,83
100.0,3018,-0.4,0.51,0.0,55,83
100.0,3176,-0.6,0.48,0.0,55,83
100.0,3268,-0.8,0.23,0.0,55,83
100.0,3310,-1.4,0.56,0.0,54,83
100.0,3342,-0.9,0.4,0.0,54,83
100.0,3396,-0.5,0.05,0.0,54,83
100.0,3478,0.0,-0.01,0.0,54,83
100.0,3424,0.2,0.26,0.0,54,83
100.0,3386,-0.1,0.26,0.0,54,83
100.0,3503,0.0,0.18,0.0,54,83
100.0,3602,0.1,-0.19,0.0,54,83
100.0,3584,0.2,-0.04,0.0,54,83
100.0,3600,0.1,0.18,0.0,54,83
100.0,3632,0.1,-0.18,0.0,54,83
100.0,3710,-0.1,0.14,0.0,54,83
100.0,3774,-0.2,0.28,0.0,54,83
100.0,3906,-0.4,0.27,0.0,54,83
100.0,3956,-0.8,0.33,0.0,54,83
100.0,4024,-1.1,0.29,0.0,54,83
100.0,4077,-1.3,0.31,0.0,54,83
100.0,4192,-0.9,-0.06,0.0,54,83
100.0,4210,-0.6,0.19,0.0,54,83
100.0,4245,-0.6,0.22,0.0,54,83
100.0,4406,-0.4,0.09,0.0,54,83
100.0,4466,-0.2,-0.08,0.0,54,83
100.0,4509,0.1,-0.36,0.0,54,83
100.0,4600,0.7,-0.44,0.0,54,83
100.0,4600,0.5,-0.06,0.0,54,83
100.0,4667,-0.6,-0.04,0.0,54,83
100.0,4812,-1.3,0.19,0.0,55,83
100.0,4905,-1.4,-0.28,0.0,55,83
100.0,4846,-1.1,-0.14,0.0,55,83
100.0,4838,-0.8,-0.11,0.0,55,83
100.0,4949,-0.7,-0.24,0.0,55,83
100.0,5028,-0.6,-0.14,0.0,55,83
100.0,5044,-0.5,-0.36,0.0,55,83
100.0,5054,-0.4,-0.26,0.0,56,83
100.0,5150,-0.2,-0.1,0.0,56,83
100.0,5209,-0.2,0.05,0.0,56,83
100.0,5266,0.0,0.18,0.0,56,83
100.0,5304,0.1,-0.13,0.0,56,83
100.0,5367,0.1,-0.24,0.0,57,83
100.0,5473,0.1,-0.3,0.0,57,83
100.0,5490,0.2,0.13,0.0,57,83
100.0,5515,0.2,-0.01,0.0,57,83
100.0,5541,0.2,-0.13,0.0,57,83
100.0,5584,0.2,0.01,0.0,57,83
100.0,5640,0.3,-0.06,0.0,57,83
100.0,5702,0.3,0.11,0.0,57,83
100.0,5745,0.4,0.18,0.0,57,83
100.0,5716,0.6,-0.13,0.0,57,83
100.0,5846,0.6,-0.24,0.0,58,83
100.0,5875,0.6,-0.11,0.0,58,83
100.0,5872,0.6,0.13,0.0,58,83
100.0,5926,0.6,-0.02,0.0,59,83
100.0,5993,0.6,0.13,0.0,59,83
100.0,6062,0.6,0.09,0.0,59,83
100.0,6047,0.7,-0.01,0.0,59,83
100.0,6099,0.7,-0.16,0.0,59,83
100.0,6108,0.7,-0.07,0.0,59,83
100.0,6176,0.7,-0.18,0.0,59,83
100.0,6190,0.7,0.12,0.0,59,83
100.0,6234,0.8,-0.12,0.0,59,83
100.0,6308,0.7,-0.22,0.0,60,83
100.0,6332,0.8,-0.07,0.0,60,83
100.0,6391,0.8,0.28,0.0,60,83
100.0,6404,0.8,-0.01,0.0,60,83
100.0,6470,0.8,0.06,0.0,61,83
100.0,6474,0.9,0.04,0.0,61,83
100.0,6510,0.9,-0.07,0.0,61,83
100.0,6533,0.9,0.08,0.0,61,83
100.0,6587,0.9,-0.07,0.0,61,83
100.0,6609,1.0,0.16,0.0,62,83
100.0,6642,0.9,0.02,0.0,62,83
100.0,6653,0.9,0.2,0.0,62,83
100.0,6772,1.0,-0.03,0.0,63,83
100.0,6788,0.8,-0.23,0.0,63,83
100.0,6795,0.7,-0.24,0.0,63,83
